# Observation File: northHGUs.dat column names:
# -----------------------------------------------------------------------------
# Observation Name: time [s]
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Outflow [mol/h]
# Region: North_Typ1_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Outflow [mol/h]
# Region: North_Typ2_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Outflow [mol/h]
# Region: North_Wet_out
# Functional: extensive integral
# Variable: surface-mass_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Depth to Water [m]
# Region: North_Typ1_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Depth to Water [m]
# Region: North_Typ2_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Depth to Water [m] 
# Region: North_Wet_surf
# Functional: average
# Variable: surface-water_table_depth
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Saturation
# Region: North_Typ1_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Saturation
# Region: North_Typ2_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Saturation
# Region: North_Wet_cell
# Functional: average
# Variable: saturation_liquid
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Exfiltration [mol/h]
# Region: North_Typ1_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Exfiltration [mol/h]
# Region: North_Typ2_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Exfiltration [mol/h]
# Region: North_Wet_surf
# Functional: extensive integral
# Variable: surface-surface_subsurface_flux
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical1 Reach Water Content [mol]
# Region: North_Typ1_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Typical2 Reach Water Content [mol]
# Region: North_Typ2_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# -----------------------------------------------------------------------------
# Observation Name: North Wet Reach Water Content [mol]
# Region: North_Wet_cell
# Functional: extensive integral
# Variable: water_content
# Number of Vectors: 1
# =============================================================================
"time [s]","North Typical1 Reach Outflow [mol/h]","North Typical2 Reach Outflow [mol/h]","North Wet Reach Outflow [mol/h]","North Typical1 Reach Depth to Water [m]","North Typical2 Reach Depth to Water [m]","North Wet Reach Depth to Water [m] ","North Typical1 Reach Saturation","North Typical2 Reach Saturation","North Wet Reach Saturation","North Typical1 Reach Exfiltration [mol/h]","North Typical2 Reach Exfiltration [mol/h]","North Wet Reach Exfiltration [mol/h]","North Typical1 Reach Water Content [mol]","North Typical2 Reach Water Content [mol]","North Wet Reach Water Content [mol]"
2.063520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.165748184476e+00,1.083108074014e+00,9.873783875894e-01,9.948414521640e-01,9.951585772106e-01,9.959989338189e-01,-2.179616020682e+02,-7.177705632347e+03,-1.425033159831e+03,6.613377921991e+09,2.832652157338e+09,6.259872271153e+09
2.063880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.171643105501e+00,1.081805219614e+00,9.790008239982e-01,9.948465269688e-01,9.951637227757e-01,9.960091472687e-01,-3.024299486500e+03,-6.283865147744e+03,-5.743586449507e+02,6.613415823746e+09,2.832670148522e+09,6.259944691729e+09
2.064240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.166525083714e+00,1.076787559090e+00,9.703230084843e-01,9.948511584547e-01,9.951685152325e-01,9.960190466918e-01,2.585954705792e+02,-5.422865578892e+03,3.962066550652e+02,6.613450437684e+09,2.832686920591e+09,6.260015059065e+09
2.064600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.161887486679e+00,1.074510944934e+00,9.656724509423e-01,9.948556958409e-01,9.951731208175e-01,9.960287245120e-01,8.743261547240e+02,-4.974568813844e+03,1.213096514547e+03,6.613484387119e+09,2.832703050755e+09,6.260083963738e+09
2.064960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.154740850566e+00,1.070668332192e+00,9.573219104024e-01,9.948602652450e-01,9.951774649655e-01,9.960380024653e-01,5.355929443353e+02,-4.340748467855e+03,2.905738235976e+03,6.613518558238e+09,2.832718280922e+09,6.260150120879e+09
2.065320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.148050502101e+00,1.069532321486e+00,9.504096157384e-01,9.948648220197e-01,9.951816671975e-01,9.960469491702e-01,4.869470562744e+02,-3.999817184204e+03,4.548259561176e+03,6.613552666501e+09,2.832733023011e+09,6.260214005937e+09
2.065680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.146611545064e+00,1.069532321486e+00,9.477634762906e-01,9.948693646334e-01,9.951856966105e-01,9.960555142821e-01,4.178204024477e+02,-3.588385590186e+03,6.409033144834e+03,6.613586687376e+09,2.832747168672e+09,6.260275231179e+09
2.066040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.142841995853e+00,1.067330466883e+00,9.429424111874e-01,9.948738868307e-01,9.951895353479e-01,9.960637020105e-01,3.443381020858e+02,-3.141907620115e+03,8.200457395433e+03,6.613620565996e+09,2.832760654538e+09,6.260333754624e+09
2.066400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.139679592504e+00,1.059169017569e+00,9.395754922285e-01,9.948783808222e-01,9.951929419379e-01,9.960716408564e-01,3.040004580410e+02,-1.768202856514e+03,9.238854485895e+03,6.613654291249e+09,2.832772635324e+09,6.260390529914e+09
2.066760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.138081206449e+00,1.059818563032e+00,9.380251039797e-01,9.948826605817e-01,9.951959823300e-01,9.960794111426e-01,1.749910060304e+03,-6.063262496758e+02,9.809623512204e+03,6.613686442123e+09,2.832783346756e+09,6.260446037219e+09
2.067120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.137832494533e+00,1.054771274025e+00,9.377267194482e-01,9.948867250159e-01,9.951989373659e-01,9.960869735297e-01,3.545604257169e+03,-4.501185871441e+02,1.041800456574e+04,6.613716979145e+09,2.832793759553e+09,6.260500028276e+09
2.067480000000e+07,0.000000000000e+00,0.000000000000e+00,-9.959106139325e+02,1.131926115032e+00,1.054261203492e+00,9.372078770570e-01,9.948904186255e-01,9.952013974443e-01,9.960939710826e-01,3.627342756612e+03,-3.577388900741e+02,1.058412399585e+04,6.613744672062e+09,2.832802414301e+09,6.260549975328e+09
2.067840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.136679082032e+00,1.054771274025e+00,9.398639695521e-01,9.948839044290e-01,9.951928672907e-01,9.960912270490e-01,-4.042504456292e+03,-1.142726210397e+03,1.498412108169e+03,6.613693841504e+09,2.832772044488e+09,6.260529096748e+09
2.068200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.139123435191e+00,1.062713592101e+00,9.481797455296e-01,9.948626660817e-01,9.951693894703e-01,9.960741431811e-01,-7.521775155974e+03,-2.415539831266e+03,-2.768302647617e+03,6.613529935205e+09,2.832688637988e+09,6.260404264171e+09
2.068560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.154510372891e+00,1.080336869405e+00,9.615047797933e-01,9.948173125292e-01,9.951219936411e-01,9.960333293368e-01,-9.536070110219e+03,-4.565265330441e+03,-5.815238667474e+03,6.613180961928e+09,2.832520404371e+09,6.260108141876e+09
2.068920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.164237905225e+00,1.087286997769e+00,9.767120973705e-01,9.947543545484e-01,9.950580746366e-01,9.959760906288e-01,-5.561495419198e+03,-6.465783678177e+03,-9.716583687387e+03,6.612697323296e+09,2.832293625222e+09,6.259693919544e+09
2.069280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.188263713708e+00,1.101740208463e+00,9.910276714041e-01,9.946790111783e-01,9.949813577402e-01,9.959060875736e-01,-1.250077764759e+04,-8.135513760604e+03,-1.290080263318e+04,6.612118715816e+09,2.832021530660e+09,6.259187925490e+09
2.069640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.194159187234e+00,1.108148398905e+00,9.913507636573e-01,9.946452925073e-01,9.949479976786e-01,9.958787891375e-01,2.453093112524e+03,-5.103830918978e+03,-5.144571948369e+03,6.611859815460e+09,2.831903229843e+09,6.258990008114e+09
2.070000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.197720266702e+00,1.113295253196e+00,1.002609029509e+00,9.945785471139e-01,9.948791439324e-01,9.958168739667e-01,-1.125000386679e+04,-3.963439822657e+03,-7.341333281025e+03,6.611347174408e+09,2.831659171709e+09,6.258542587207e+09
2.070360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.202120425363e+00,1.117757688582e+00,1.018060726897e+00,9.945076647781e-01,9.948059802095e-01,9.957506346434e-01,-1.396537141417e+04,-4.400767130083e+03,-8.231979675519e+03,6.610802714360e+09,2.831399875400e+09,6.258064117143e+09
2.070720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.204429205548e+00,1.121919822020e+00,1.024339753066e+00,9.944631401652e-01,9.947602715206e-01,9.957115973874e-01,-8.012627573772e+03,-3.983083108185e+03,-7.301030200373e+03,6.610460551135e+09,2.831237886914e+09,6.257781605139e+09
2.071080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.210275015896e+00,1.122720579708e+00,1.029911818604e+00,9.944348706348e-01,9.947317888671e-01,9.956896248748e-01,-1.315371397423e+03,-3.544231394311e+03,-6.285069720266e+03,6.610243073093e+09,2.831136898123e+09,6.257621955133e+09
2.071440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.215578223020e+00,1.120299307838e+00,1.026097527717e+00,9.944231389477e-01,9.947209619856e-01,9.956851325563e-01,7.154463056542e+03,-2.953415960835e+03,-4.907089025251e+03,6.610152521501e+09,2.831098429485e+09,6.257588187250e+09
2.071800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.213188167883e+00,1.118245367968e+00,1.019675018193e+00,9.944255785910e-01,9.947253403136e-01,9.956956581731e-01,1.556799734706e+04,-2.302037289173e+03,-3.350338689231e+03,6.610170798255e+09,2.831113798865e+09,6.257662642132e+09
2.072160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.212595371119e+00,1.117611029524e+00,1.013850882220e+00,9.944285886700e-01,9.947304430704e-01,9.957068105800e-01,1.746218101994e+04,-2.047888104864e+03,-2.670437088484e+03,6.610193501593e+09,2.831131712053e+09,6.257741689476e+09
2.072520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.211291878628e+00,1.116173443980e+00,1.010578893815e+00,9.944323450249e-01,9.947354148985e-01,9.957177614972e-01,1.198482393254e+04,-1.796211832358e+03,-1.967324262702e+03,6.610221791190e+09,2.831149158945e+09,6.257819400903e+09
2.072880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.209527534168e+00,1.113791439665e+00,1.007456026104e+00,9.944373668113e-01,9.947402632790e-01,9.957285221811e-01,2.522493439593e+03,-1.587913664792e+03,-1.355648197748e+03,6.610259520960e+09,2.831166171808e+09,6.257895867166e+09
2.073240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.207386554710e+00,1.113074705405e+00,1.001172378465e+00,9.944426141509e-01,9.947449719609e-01,9.957390568784e-01,6.788283475113e+02,-1.377189951631e+03,-6.789099746563e+02,6.610298981457e+09,2.831182696380e+09,6.257970850134e+09
2.073600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.199676919258e+00,1.108907994606e+00,9.978795867970e-01,9.944478566276e-01,9.947495792454e-01,9.957494129663e-01,5.599722081511e+02,-1.234232103583e+03,-1.572402862155e+02,6.610338430188e+09,2.831198868250e+09,6.258044660745e+09
2.073960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.197946835074e+00,1.105214285427e+00,9.936103486002e-01,9.944530901463e-01,9.947541251605e-01,9.957596495593e-01,5.199004185299e+02,-1.149102451168e+03,1.909532723621e+02,6.610377831625e+09,2.831214827874e+09,6.258117699783e+09
2.074320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.196695340486e+00,1.103308858611e+00,9.905302324551e-01,9.944583088247e-01,9.947585754251e-01,9.957696865726e-01,4.255652301733e+02,-1.016181819359e+03,8.076792357950e+02,6.610417153894e+09,2.831230455036e+09,6.258189368063e+09
2.074680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.195196449133e+00,1.103308858611e+00,9.847377624372e-01,9.944635083258e-01,9.947629343802e-01,9.957794929136e-01,3.479174602757e+02,-8.918114889906e+02,1.595659400199e+03,6.610456345417e+09,2.831245764590e+09,6.258259464325e+09
2.075040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.193178583232e+00,1.102194826100e+00,9.784573712160e-01,9.944686887784e-01,9.947672273093e-01,9.957890978823e-01,3.375739254792e+02,-8.038361362011e+02,2.364557967030e+03,6.610495390821e+09,2.831260844983e+09,6.258328170633e+09
2.075400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.192309351561e+00,1.101089584317e+00,9.750663389440e-01,9.944738425312e-01,9.947714594916e-01,9.957985118832e-01,3.271811452937e+02,-7.234367837124e+02,3.071112774664e+03,6.610534268454e+09,2.831275712528e+09,6.258395551875e+09
2.075760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.191842189336e+00,1.099769181134e+00,9.725914711115e-01,9.944789807082e-01,9.947756334192e-01,9.958077341617e-01,3.058677162902e+02,-6.493629226227e+02,3.815717325690e+03,6.610573005263e+09,2.831290375628e+09,6.258461592850e+09
2.076120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.189616275363e+00,1.099769181134e+00,9.688401802283e-01,9.944840042023e-01,9.947796467058e-01,9.958166676633e-01,2.285755854549e+02,-5.931200154688e+02,4.591403833278e+03,6.610610875346e+09,2.831304471412e+09,6.258525599472e+09
2.076480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.186941140254e+00,1.099769181134e+00,9.701093459069e-01,9.944825978193e-01,9.947770586134e-01,9.958192837218e-01,-1.096823471602e+03,-7.654802416448e+02,2.610801385431e+03,6.610599437089e+09,2.831295174205e+09,6.258543807597e+09
2.076840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.186941140254e+00,1.099769181134e+00,9.720178784932e-01,9.944767711100e-01,9.947700744371e-01,9.958176316279e-01,-1.153011166799e+03,-9.352525399813e+02,1.523245587568e+03,6.610554137879e+09,2.831270307674e+09,6.258531189174e+09
2.077200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.197286007369e+00,1.106483371916e+00,9.844968310095e-01,9.944370795173e-01,9.947286487953e-01,9.957821218489e-01,-6.529730520013e+03,-2.172597965803e+03,-2.588380226982e+03,6.610248941873e+09,2.831123386444e+09,6.258273776295e+09
2.077560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.199300971052e+00,1.109855991790e+00,9.867342941046e-01,9.944137438327e-01,9.947046825324e-01,9.957638564635e-01,5.805018280264e+02,-1.954371527757e+03,-1.934492897051e+03,6.610069589410e+09,2.831038399918e+09,6.258141330012e+09
2.077920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.207560893534e+00,1.123532804038e+00,1.004108309874e+00,9.943521215463e-01,9.946412615162e-01,9.957064302784e-01,-9.854243690665e+03,-3.336316860009e+03,-5.259982364569e+03,6.609596364856e+09,2.830813592536e+09,6.257726353457e+09
2.078280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.209770934532e+00,1.127996406085e+00,1.011232237374e+00,9.943039655622e-01,9.945920640648e-01,9.956631579171e-01,-5.296742874321e+03,-3.259074201609e+03,-5.168337030155e+03,6.609226663944e+09,2.830639251135e+09,6.257413647048e+09
2.078640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.221721800247e+00,1.135587755874e+00,1.023345848971e+00,9.942385056859e-01,9.945249555073e-01,9.956020194120e-01,-1.100400651202e+04,-3.978550507623e+03,-6.738407357342e+03,6.608723967801e+09,2.830401430102e+09,6.256972205657e+09
2.079000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.219039758694e+00,1.134958459909e+00,1.017776564976e+00,9.942293022474e-01,9.945166594539e-01,9.955994734668e-01,7.229180798164e+03,-2.774153560861e+03,-4.137625052021e+03,6.608653260332e+09,2.830372031510e+09,6.256952914906e+09
2.079360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.222439896725e+00,1.139454780627e+00,1.022650308608e+00,9.941975829531e-01,9.944847229596e-01,9.955732867242e-01,-1.058678289511e+03,-3.221154357764e+03,-4.888230430580e+03,6.608409446477e+09,2.830258766560e+09,6.256763204808e+09
2.079720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.226211923015e+00,1.140104326091e+00,1.023558514116e+00,9.941680843606e-01,9.944550434217e-01,9.955493580366e-01,-1.206258080912e+03,-3.289131095213e+03,-5.055061201315e+03,6.608182753803e+09,2.830153554981e+09,6.256589834416e+09
2.080080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.226508056432e+00,1.140814702589e+00,1.022783729884e+00,9.941525027687e-01,9.944400878709e-01,9.955400926469e-01,4.917327941178e+03,-2.940766100891e+03,-4.248132650752e+03,6.608062854725e+09,2.830100488597e+09,6.256522069011e+09
2.080440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.225092896178e+00,1.139454780627e+00,1.018756940078e+00,9.941511920663e-01,9.944403240974e-01,9.955459107224e-01,1.238516063692e+04,-2.435136499507e+03,-2.965465935564e+03,6.608052472121e+09,2.830101194079e+09,6.256562946338e+09
2.080800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.221723910354e+00,1.136404212792e+00,1.013428790769e+00,9.941560480858e-01,9.944457625968e-01,9.955568291609e-01,5.986052944089e+03,-2.095804338763e+03,-2.017105120344e+03,6.608089142842e+09,2.830120301973e+09,6.256640625044e+09
2.081160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.219847285564e+00,1.136404212792e+00,1.010563107853e+00,9.941615266896e-01,9.944510917179e-01,9.955675076117e-01,1.364839493779e+03,-1.875617553189e+03,-9.958995254476e+02,6.608130448689e+09,2.830139017896e+09,6.256716688892e+09
2.081520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.218429501970e+00,1.136404212792e+00,1.006419268219e+00,9.941671041333e-01,9.944563305607e-01,9.955779742225e-01,5.726736902062e+02,-1.716599451553e+03,-1.278932262801e+02,6.608172527815e+09,2.830157414462e+09,6.256791352229e+09
2.081880000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.214949763026e+00,1.136404212792e+00,1.001894284100e+00,9.941726749207e-01,9.944614830297e-01,9.955883175939e-01,4.928240181102e+02,-1.580195792558e+03,8.934543332317e+01,6.608214625798e+09,2.830175507273e+09,6.256865221349e+09
2.082240000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.214346506934e+00,1.135026762699e+00,9.997754607231e-01,9.941782457265e-01,9.944665543076e-01,9.955985402001e-01,4.051585240681e+02,-1.460765040959e+03,2.934571893559e+02,6.608256739773e+09,2.830193314872e+09,6.256938296806e+09
2.082600000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.212703495310e+00,1.133967415446e+00,9.965377453461e-01,9.941838092306e-01,9.944715358920e-01,9.956086189903e-01,3.282347118154e+02,-1.331841638008e+03,5.281052011761e+02,6.608298823668e+09,2.830210810002e+09,6.257010415633e+09
2.082960000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.211451688236e+00,1.132985627307e+00,9.941590301479e-01,9.941893563565e-01,9.944764532610e-01,9.956185619872e-01,3.287867484774e+02,-1.239937820216e+03,8.802045243775e+02,6.608340803452e+09,2.830228081268e+09,6.257081603787e+09
2.083320000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.210662194804e+00,1.128166929342e+00,9.898837720405e-01,9.941948893959e-01,9.944813103559e-01,9.956283523803e-01,2.781782212362e+02,-1.155432447158e+03,1.340724036867e+03,6.608382712713e+09,2.830245142720e+09,6.257151750040e+09
2.083680000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.210404255126e+00,1.126283033521e+00,9.875928899331e-01,9.942004061252e-01,9.944861102701e-01,9.956379847249e-01,2.658744450792e+02,-1.077107257142e+03,1.853592167250e+03,6.608424503387e+09,2.830262005047e+09,6.257220807102e+09
2.084040000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.200775100821e+00,1.126283033521e+00,9.858977590746e-01,9.942059066111e-01,9.944908556575e-01,9.956474634088e-01,2.295986390477e+02,-1.004149138458e+03,2.361864548051e+03,6.608466183324e+09,2.830278677532e+09,6.257288795473e+09
2.084400000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.199772605387e+00,1.126283033521e+00,9.830289236600e-01,9.942113827142e-01,9.944955489082e-01,9.956567888865e-01,2.168056255320e+02,-9.360831027046e+02,2.863250683891e+03,6.608507708413e+09,2.830295168575e+09,6.257355717958e+09
2.084760000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.199128148052e+00,1.124371894114e+00,9.803071177631e-01,9.942168389684e-01,9.945001920262e-01,9.956659726379e-01,2.119604321035e+02,-8.723046372410e+02,3.294464592422e+03,6.608549073326e+09,2.830311485264e+09,6.257421650122e+09
2.085120000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.199128148052e+00,1.124371894114e+00,9.782045887411e-01,9.942187812164e-01,9.945012317939e-01,9.956716187520e-01,-4.963983197857e+02,-9.285683709940e+02,2.683654565646e+03,6.608563497743e+09,2.830315040113e+09,6.257461987955e+09
2.085480000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.204133042277e+00,1.129118602554e+00,9.906918235499e-01,9.941914544504e-01,9.944724011204e-01,9.956480421031e-01,-5.450656143063e+03,-1.451342528781e+03,-1.457739751135e+03,6.608353352727e+09,2.830212799162e+09,6.257290981878e+09
2.085840000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.210077968404e+00,1.134539994713e+00,1.000068677551e+00,9.941486343422e-01,9.944278099798e-01,9.956094152419e-01,-4.429856323130e+03,0.000000000000e+00,-3.243160720574e+03,6.608024572244e+09,2.830054832744e+09,6.257011754255e+09
2.086200000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.226585628214e+00,1.141356282546e+00,1.013960981974e+00,9.940891813573e-01,9.943658145341e-01,9.955537090815e-01,-1.061792942410e+04,0.000000000000e+00,-5.380720917882e+03,6.607568264457e+09,2.829835293634e+09,6.256609592936e+09
2.086560000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.237022676969e+00,1.154456374033e+00,1.027323603897e+00,9.940148555543e-01,9.942883800841e-01,9.954825113781e-01,-1.527065575963e+04,0.000000000000e+00,-5.135251167566e+03,6.606997803754e+09,2.829561142078e+09,6.256096008834e+09
2.086920000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.251534084154e+00,1.165287390297e+00,1.035235146732e+00,9.939357241508e-01,9.942061857003e-01,9.954063382536e-01,-1.540886840080e+04,0.000000000000e+00,-3.647630563701e+03,6.606390568683e+09,2.829270196757e+09,6.255546801289e+09
2.087280000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.257028133898e+00,1.178712651594e+00,1.046863754988e+00,9.938638546716e-01,9.941315650647e-01,9.953377894848e-01,-1.371707044492e+04,0.000000000000e+00,-3.835282177687e+03,6.605839039070e+09,2.829006103035e+09,6.255052537716e+09
2.087640000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.253216420611e+00,1.179600564550e+00,1.045654828265e+00,9.938487875785e-01,9.941150245416e-01,9.953272406929e-01,-5.653437958446e+03,0.000000000000e+00,-2.548000151124e+03,6.605723062101e+09,2.828947619957e+09,6.254975665426e+09
2.088000000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.254907135664e+00,1.187495216477e+00,1.048216180940e+00,9.938061841928e-01,9.940701446139e-01,9.952883968276e-01,-1.127231318824e+04,0.000000000000e+00,-3.146356064049e+03,6.605395667780e+09,2.828788740314e+09,6.254695075336e+09
2.088360000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.270159652934e+00,1.189527417226e+00,1.048879442025e+00,9.937800341489e-01,9.940422890435e-01,9.952665675539e-01,-7.517948612045e+03,0.000000000000e+00,-2.782761318143e+03,6.605194585720e+09,2.828690159975e+09,6.254536971876e+09
2.088720000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.274468094356e+00,1.195923598576e+00,1.046995280020e+00,9.937722178814e-01,9.940339175451e-01,9.952641488796e-01,7.891850260503e+02,0.000000000000e+00,-2.095820931008e+03,6.605134132352e+09,2.828660520350e+09,6.254518534375e+09
2.089080000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.275027999772e+00,1.194052658090e+00,1.043410162640e+00,9.937772451153e-01,9.940394042738e-01,9.952752939074e-01,8.363996976077e+03,0.000000000000e+00,0.000000000000e+00,6.605172264227e+09,2.828679896153e+09,6.254597721201e+09
2.089440000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.274323004860e+00,1.191447878074e+00,1.041703738006e+00,9.937820727895e-01,9.940448701013e-01,9.952863811747e-01,9.879021500324e+03,0.000000000000e+00,0.000000000000e+00,6.605208937442e+09,2.828699170071e+09,6.254676553727e+09
2.089800000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.273319703218e+00,1.190337496355e+00,1.039098429122e+00,9.937867771622e-01,9.940503133207e-01,9.952974200102e-01,1.081176185330e+04,0.000000000000e+00,0.000000000000e+00,6.605244726187e+09,2.828718355882e+09,6.254755102416e+09
2.090160000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.272183271120e+00,1.184872689761e+00,1.034758666206e+00,9.937913483360e-01,9.940557233389e-01,9.953083924922e-01,1.181211640791e+04,0.000000000000e+00,0.000000000000e+00,6.605279560629e+09,2.828737416492e+09,6.254833251713e+09
2.090520000000e+07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.271902430899e+00,1.184155955501e+00,1.031183153651e+00,9.937958044505e-01,9.940610950018e-01,9.953192998244e-01,1.265793696965e+04,0.000000000000e+00,0.000000000000e+00,6.605313564049e+09,2.828756334607e+09,6.254911000912e+09
